Method,Parcellation,Density,Feature,Region,Control_normalized,Gifted_normalized,Diff_gifted_minus_controls
MIND,aparc,0.03,Node Strength,lh_rostralanteriorcingulate,0.05362222557670722,0.057227032755421715,0.003604807178714496
MIND,aparc,0.03,Node Strength,lh_rostralmiddlefrontal,0.28173435648183076,0.35161694030305024,0.06988258382121948
MIND,aparc,0.03,Node Strength,lh_superiorfrontal,0.14621991655028804,0.14457592113157744,-0.0016439954187106032
MIND,aparc,0.03,Node Strength,lh_superiorparietal,0.20558495441469601,0.20704465800814562,0.0014597035934496017
MIND,aparc,0.03,Node Strength,lh_superiortemporal,0.10959173156926721,0.03726683167014708,-0.07232489989912014
MIND,aparc,0.03,Node Strength,lh_supramarginal,0.1305199363677003,0.2904709100834252,0.1599509737157249
MIND,aparc,0.03,Node Strength,lh_temporalpole,0.04430810984348665,0.043381797502775724,-0.0009263123407109233
MIND,aparc,0.03,Node Strength,lh_transversetemporal,0.04645748139627546,0.04127830316689426,-0.005179178229381201
MIND,aparc,0.03,Node Strength,rh_bankssts,0.049849588612344405,0.05216372559875373,0.0023141369864093236
MIND,aparc,0.03,Node Strength,rh_caudalanteriorcingulate,0.017009410607388826,0.0025075947063130616,-0.014501815901075764
MIND,aparc,0.03,Node Strength,rh_caudalmiddlefrontal,0.03875619990307282,0.12148094835379977,0.08272474845072694
MIND,aparc,0.03,Node Strength,rh_cuneus,0.07839937442606276,0.08850754416365623,0.010108169737593473
MIND,aparc,0.03,Node Strength,rh_entorhinal,0.012629504242257599,0.03893999123397832,0.026310486991720724
MIND,aparc,0.03,Node Strength,rh_frontalpole,0.05267981067103649,0.05619242371384685,0.003512613042810357
MIND,aparc,0.03,Node Strength,rh_fusiform,0.13607694498591497,0.08469953168896514,-0.05137741329694982
MIND,aparc,0.03,Node Strength,rh_inferiorparietal,1.0,0.7584437935034992,-0.24155620649650078
MIND,aparc,0.03,Node Strength,rh_inferiortemporal,0.1268265262653356,0.041093607615492134,-0.08573291864984348
MIND,aparc,0.03,Node Strength,rh_insula,0.02798646283913514,0.030995753761234753,0.003009290922099613
MIND,aparc,0.03,Node Strength,rh_isthmuscingulate,0.07128188060160522,0.07214632605119285,0.0008644454495876364
MIND,aparc,0.03,Node Strength,rh_lateraloccipital,0.2424300096664102,0.11764031147066412,-0.12478969819574609
MIND,aparc,0.03,Node Strength,rh_lateralorbitofrontal,0.14330710363055552,0.19215518495572662,0.0488480813251711
MIND,aparc,0.03,Node Strength,rh_lingual,0.09832229095538118,0.10263079773048173,0.004308506775100543
MIND,aparc,0.03,Node Strength,rh_medialorbitofrontal,0.08100156765903374,0.07951790571822025,-0.0014836619408134938
MIND,aparc,0.03,Node Strength,rh_middletemporal,0.2880238278978128,0.11507073597714276,-0.17295309192067002
MIND,aparc,0.03,Node Strength,rh_paracentral,0.01698377545413725,0.08558416871218012,0.06860039325804287
MIND,aparc,0.03,Node Strength,rh_parahippocampal,0.058559122865782486,0.05699228295086844,-0.0015668399149140477
MIND,aparc,0.03,Node Strength,rh_parsopercularis,0.0241709543555154,0.02270398787028293,-0.001466966485232469
MIND,aparc,0.03,Node Strength,rh_parsorbitalis,0.07031668036244218,0.06629027660695991,-0.004026403755482272
MIND,aparc,0.03,Node Strength,rh_parstriangularis,0.023936554606261432,0.023354705514890117,-0.0005818490913713156
MIND,aparc,0.03,Node Strength,rh_pericalcarine,0.020795826226068327,0.0634034979267499,0.042607671700681575
MIND,aparc,0.03,Node Strength,rh_postcentral,0.10988295061209219,0.046919825159521526,-0.06296312545257066
